index,0,1
8714,FFHL,Fehl-Ritzhausen
8715,FFI,Filsen
8716,FFID,Frieda
8717,FFIE,"Frielingen 
      (Kr Hersfeld)"
8718,FFK,"Frankfurter 
      Kreuz"
8719,FFL,Friedlos
8720,FFLA,Flacht
8721,FFLF,"Frankfurt 
      (Main) Flughafen Fernbahnhof"
8722,FFLU,"Frankfurt 
      (Main) Flughafen Regionalbahnhof"
8723,FFLUB,"Frankfurt 
      (Main) Flughafen Bus"
8724,FFME,"Frankfurt 
      (Main) Messe"
8725,FFMK,"Frankfurt 
      (Main)-Mainkur"
8726,FFMKH,"Frankfurt 
      (Main)-Mainkur"
8727,FFN,Friedelhausen
8728,FFND,"Frankfurt 
      (Main)-Nied"
8729,FFNW,Fürstenwald
8730,FFO,"Frankfurt 
      (Main) Ost"
8731,FFO-G,"Frankfurt 
      (Main) Ost Gbf"
8732,FFOR,"Forsthaus 
      (b Frankfurt)"
8733,FFR,"Frohnhausen 
      (Dillkreis)"
8734,FFRA,Framersheim
8735,FFRD,"Friedensdorf 
      (Lahn)"
8736,FFRE,Frechenhausen
8737,FFRF,Frielendorf
8738,FFRG,Frankenberg-Goßberg
8739,FFRH,Freimersheim
8740,FFRI,"Friedrichsdorf 
      (Taunus)"
8741,FFRJ,"Frohnhausen 
      (Dillkreis) Jvg"
8742,FFRK,"Frankenberg 
      (Eder)"
8743,"FFRK 
      1","Frankenberg 
      (Eder) (Einsatzstelle)"
8744,FFRL,"Fronhausen 
      (Lahn)"
8745,FFRN,Frickhofen
8746,FFRS,Freienfels
8747,FFS,"Frankfurt 
      (Main) Süd"
8748,"FFS 
      1","Frankfurt 
      (Main) Süd (Einsatzstelle)"
8749,FFS-A,"Frankfurt 
      (Main) Süd Abstellbahnhof"
8750,FFS-G,"Frankfurt 
      (Main) Süd Gbf"
8751,FFT,"Frankfurt 
      (Main) Hbf (tief)"
8752,FFTA,"Frankfurt 
      (Main) Taunusanlage"
8753,FFTG,"Frankfurt 
      (Main) Hgbf"
8754,FFTGB,"Frankfurt 
      (Main) Hgbf Berg"
8755,FFTGE,"Frankfurt 
      (Main) Hgbf Einfahrgruppe"
8756,FFTGF,"Frankfurt 
      (Main) Hgbf Frz"
8757,FFTGK,"Frankfurt 
      (Main) Hgbf Kehrgleis"
8758,FFTGM,"Frankfurt 
      (Main) Hgbf Mitte"
8759,FFTGN,"Frankfurt 
      (Main) Hgbf Nordseite"
8760,FFTGR,"Frankfurt 
      (Main) Hgbf Frwf"
8761,FFTGS,"Frankfurt 
      (Main) Hgbf Südseite"
8762,FFTGW,"Frankfurt 
      (Main) Hgbf Aufsicht West"
8763,FFU,Fulda
8764,FFU-A,Fulda/Gersfeld
8765,FFU-B,"Fulda 
      Bronnzell"
8766,FFU-G,"Fulda 
      Gbf"
8767,FFU-M,"Fulda 
      Gbf Mitte"
8768,FFU-N,"Fulda 
      SFS Nord"
8769,FFU-S,"Fulda 
      SFS Süd"
8770,FFU-U,"Fulda 
      Busbf"
8771,FFU-V,"Fulda 
      Gbf (W 112)"
8772,FFU-W,"Fulda 
      Gbf (W 123)"
8773,FFUE,"Fürstenhagen 
      (Hessen-Nassau)"
8774,FFUE,"Fürstenhagen 
      (Hessen-Nassau)"
8775,FFUR,Fürfurt
8776,FFW,"Frankfurt 
      (Main) West"
8777,FFW-A,"Frankfurt 
      West"
8778,FFW-S,"Frankfurt 
      (Main) West S-Bahn"
8779,FFWH,"Frankfurt 
      (Main)-Westhafen"
8780,FFZ,Fritzlar
8781,FFZ-B,"Fritzlar 
      Busbf"
8782,FFZO,"Fritzlar 
      Oppermann"
8783,FG,Gießen
8784,FG-A,"Gießen 
      Pbf/Rbf Überleitung I"
8785,FG-B,"Gießen 
      Pbf/Rbf Überleitung II"
8786,FG-H,"Gießen 
      Heyligstadt"
8787,FG-R,"Gießen 
      Rbf"
8788,FG-S,"Gießen 
      Stw Gr"
8789,FG-U,"Gießen 
      Busbf"
8790,FGA,Garbenteich
8791,FGAL,"Gau 
      Algesheim"
8792,FGAM,"Gambach 
      (Hessen)"
8793,FGAO,"Gau 
      Odernheim"
8794,FGAU,"Großauheim 
      (Kr Hanau)"
8795,FGB,Gießen-Bergwald
8796,"FGB 
      F","Gießen-Bergwald 
      Stw Gvf"
8797,FGBA,Großburschla
8798,FGBB,"Groß 
      Bieberau"
8799,FGBG,Glauberg
8800,FGBM,"Gau 
      Bickelheim"
8801,FGBU,"Grebenau 
      (Oberhessen)"
8802,FGC,Grebenhain-Crainfeld
8803,FGD,Grebendorf
8804,FGDE,"Goldhausen 
      RWE"
8805,FGDH,Goldhausen
8806,FGE,Goddelau-Erfelden
8807,"FGE 
      1","Goddelau-Erfelden 
      (Einsatzstelle)"
8808,FGED,Gedern
8809,FGED,Gedern
8810,FGEF,Gensungen-Felsberg
8811,FGEL,Gelnhausen
8812,FGER,"Groß 
      Gerau"
8813,FGEV,"Gießen 
      Europaviertel"
8814,FGF,"Gießen 
      Flughafen"
8815,FGFD,"Gersfeld 
      (Rhön)"
8816,FGFDA,"Gersfeld 
      (Rhön)"
8817,FGFL,"Gießen 
      Anschluß Flughafen"
8818,FGGB,Gettenau-Bingenheim
8819,FGHF,Götzenhof
8820,FGHM,Gernsheim
8821,FGHO,Gensingen-Horrweiler
8822,FGIL,Gilserberg
8823,FGIM,Gimbsheim
8824,FGIR,Girod
8825,FGK,Großkrotzenburg
8826,FGKA,"Groß 
      Karben"
8827,FGL,"Großen 
      Linden"
8828,FGLA,Gladenbach
8829,FGLD,Göllheim-Dreisen
8830,FGLR,Großenlüder
8831,FGLRI,Großenlüder
8832,FGLRR,Großenlüder
8833,FGM,"Frankfurt 
      (Main)-Griesheim"
8834,FGM-H,"Frankfurt 
      (Main)-Griesheim Übergabebf"
8835,FGN,"Gönnern 
      (Kr Biedenkopf)"
8836,FGOE,Göbelnrod
8837,FGOF,Goßfelden
8838,FGOG,"Gießen 
      Oswaldsgarten"
8839,FGOR,"Rödermark 
      RWE Götzenhain"
8840,FGOZ,Dreieich-Götzenhain
8841,FGR,Grävenwiesbach
8842,FGRB,"Großen 
      Buseck"
8843,FGRD,Griedel
8844,FGRF,Grifte
8845,FGRG,"Grünberg 
      (Oberhessen)"
8846,FGRGB,"Grünberg 
      (Oberhessen) Busbf"
8847,FGRI,"Großen 
      Buseck Industriestammgleis"
8848,FGRK,Gräveneck
8849,FGRN,"Gronau 
      (Hessen-Nassau)"
8850,FGRO,"Groß 
      Rohrheim"
8851,FGRS,"Grund 
      Schwalheim"
8852,FGRT,"Großen 
      Buseck Schwabfrucht"
8853,FGRU,"Groß 
      Umstadt"
8854,FGSM,Geisenheim
8855,FGSN,Grebenstein
8856,FGTB,Gertenbach
8857,FGTH,Guntershausen
8858,FGUB,Guntersblum
8859,FGUH,"Gundersheim 
      (Rheinhessen)"
8860,FGUR,Gutleuthof
8861,FGW,"Großalmerode 
      West"
8862,FGX,Guxhagen
8863,FGZ,Groß-Zimmern
8864,FH,"Hanau 
      Hbf"
8865,"FH 
      1","Hanau 
      (Einsatzstelle)"
8866,FH-G,"Hanau 
      Hbf Gerätelager"
8867,FH-H,"Hanau 
      Hbf vor Haus Nr 14"
8868,FH-M,"Hanau 
      Mainbrücke"
8869,FH-N,"Hanau 
      Nordseite"
8870,FH-S,"Hanau 
      Südseite"
8871,FHAB,Hasselbach
8872,FHAD,Hadamar
8873,FHAE,Hähnlein-Alsbach
8874,FHAG,"Neuhof 
      Hartberg"
8875,FHAH,Hattenbach
8876,FHAI,Haitz-Höchst
8877,FHAN,Haine
8878,FHAR,"Hartenrod 
      (Kr Biedenkopf)"
8879,FHAS,"Hattersheim 
      (Main)"
8880,FHAT,Hattenheim
8881,FHAU,"Frankfurt 
      (Main) Hauptwache"
8882,FHBG,"Herrnberg 
      (Dillkreis)"
8883,FHBH,Heimboldshausen
8884,FHBK,"Heimboldshausen 
      Kreisbahn"
8885,FHBN,Herbstein
8886,FHBR,"Heusenstamm 
      Brückenmeisterei"
8887,FHBS,Halbs
8888,FHC,Hoheneiche
8889,FHD,"Maintal 
      Ost"
8890,FHDA,Haueda
8891,FHDT,"Hainstadt 
      (Kr Offenbach)"
8892,FHEB,Heinebach
8893,FHED,Hedemünden
8894,FHEDM,"Hedemünden 
      Mündener Str."
8895,FHEH,Heckershausen
8896,FHEI,"Heidesheim 
      (Rheinhessen)"
8897,FHER,Hergershausen
8898,FHET,Hetschbach
8899,FHEU,Heusenstamm
8900,FHEUP,Heusenstamm
8901,FHF,"Hofheim 
      (Taunus)"
8902,FHFG,Hofgeismar
8903,FHG,Haiger
8904,FHGH,Höringhausen
8905,FHGO,"Haiger 
      Obertor"
8906,FHH,Hettenhausen
8907,FHHF,Häuserhof
8908,FHHN,Hainhausen
8909,FHID,Hillesheim-Dorndürkheim
8910,FHIL,"Hilders 
      (Rhön)"
8911,FHIR,"Hirzenhain 
      (Dillkreis)"
8912,FHIZ,"Hirzenhain 
      (Oberhessen)"
8913,FHL,Hasselborn
8914,FHLI,"Hessisch 
      Lichtenau"
8915,FHLS,"Hessisch 
      Lichtenau Stadt"
8916,FHM,"Hochheim 
      (Main)"
8917,FHMB,"Hann. 
      Münden-Bursfelde"
8918,FHMD,"Hann. 
      Münden"
8919,FHMDS,"Hann. 
      Münden (Schiff)"
8920,FHME,Hailer-Meerholz
8921,FHMM,Hümme
8922,FHMR,"Hamm 
      (Rheinhessen)"
8923,FHN,"Hanau 
      Nord"
8924,FHNB,Hönebach
8925,FHNS,Hahnstätten
8926,FHNW,"Höhn 
      (Westerwald)"
8927,FHO,"Bad 
      Homburg"
8928,"FHO 
      1","Bad 
      Homburg (Einsatzstelle)"
8929,FHOE,Frankfurt-Höchst
8930,FHOEA,"Frankfurt-Höchst 
      Pbf/Gbf Überleitung"
8931,FHOEB,"Frankfurt-Höchst 
      Schönbrunn"
8932,FHOEG,"Frankfurt-Höchst 
      Gbf"
8933,FHOES,"Frankfurt-Höchst 
      S-Bahn/Fernbahn"
8934,FHOF,"Hoof 
      (Kr Kassel)"
8935,FHOG,"Homberg 
      (Kr Alsfeld)"
8936,FHOH,"Holzhausen 
      (Eder)"
8937,FHOM,"Homberg 
      (Bz Kassel)"
8938,FHOR,"Hofheim 
      (Ried)"
8939,FHOW,"Holzhausen 
      (Kr Wetzlar)"
8940,FHP,"Heppenheim 
      (Bergstraße)"
8941,FHR,"Hergenroth 
      (Westerwald)"
8942,FHRB,"Herborn 
      (Dillkreis)"
8943,FHRG,"Heringen 
      (Werra)"
8944,FHRS,Harmuthsachsen
8945,FHS,"Hausen 
      (Taunus)"
8946,FHSA,Helsa
8947,FHST,"Hohenstein 
      (Nassau)"
8948,FHSU,Hohensülzen
8949,FHT,"Höchst 
      (Odenwald)"
8950,FHTN,"Höchst 
      (Nidder)"
8951,FHTZ,"Hatzfeld 
      (Eder)"
8952,FHUE,Hünfeld
8953,FHUES,"Hünfeld 
      Stadt"
8954,FHUG,Hungen
8955,"FHUG 
      1","Hungen 
      (Einsatzstelle)"
8956,FHUN,Hundstadt
8957,FHW,"Hanau 
      West"
8958,FHWB,Hanau-Wilhelmsbad
8959,FHWD,Heldenbergen-Windecken
8960,FHWE,Hahn-Wehen
8961,FHZ,Hetzbach
8962,FHZN,Herzhausen
8963,FIBR,Ibersheim
8964,FIDS,"Idstein 
      (Taunus) (Üst)"
8965,FIH,Ihringshausen
8966,FIL,Ingelheim
8967,FIM,Immenhausen
8968,FIN,Inheiden
8969,FIR,Itter
8970,FIS,Igelstein
8971,FIST,"Idstein 
      (Taunus)"
8972,FJUE,Jügesheim
8973,FK,"Kassel 
      Hbf"
8974,FK-B,"Kassel 
      Busparkplatz"
8975,FK-L,"Kassel 
      Stw Klb"
8976,FKA,Katzenberg
8977,FKAE,Kälberau
8978,FKAH,"Klein 
      Auheim"
8979,FKAI,Kailbach
8980,FKAS,Kaiserau
8981,FKAT,Kattenbühl
8982,FKAU,Kaub
8983,FKAUS,"Kaub 
      (Schiff)"
8984,FKB,Kerkerbach
8985,FKBH,Kassel-Bettenhausen
8986,FKBHB,Kassel-Bettenhausen
8987,FKBS,"Korbach 
      Süd"
8988,FKBW,Kaiserbrücke
8989,FKBWO,"Kaiserbrücke 
      Ost"
8990,FKCH,Kelsterbach
8991,FKE,Kelkheim
8992,FKEH,Kettenheim
8993,FKEI,Keilsberg
8994,FKEM,Kelkheim-Münster
8995,FKES,Kestert
8996,FKESS,"Kestert 
      (Schiff)"
8997,FKET,Kettenbach
8998,FKFH,"Kassel 
      Fuldahafen"
8999,FKFT,Katzenfurt
9000,FKGE,"Klein 
      Gerau"
9001,FKGS,"Kirch 
      Göns"
9002,FKH,Kassel-Harleshausen
9003,FKHA,"Kirchheimbolanden 
      Hartsteinwerk"
9004,FKHF,Kragenhof
9005,FKHM,Kirchheim
9006,FKHN,Königshofen
9007,FKHO,Kelkheim-Hornau
9008,FKI,"Bad 
      König"
9009,FKIH,"Kirchhain 
      (Bz Kassel)"
9010,FKIL,Kilianstädten
9011,FKIN,Kinzenbach
9012,FKIR,Kirchheimbolanden
9013,FKIZ,"Wiesbaden 
      Kinzenberg"
9014,FKLB,Kölbingen
9015,FKLBS,"Kassel 
      Stw Klb"
9016,FKLE,Kleba
9017,FKLM,"Kahl 
      (Main)"
9018,FKLP,"Kahl 
      (Main) Privatbahn"
9019,FKLU,"Klein 
      Umstadt"
9020,FKM,Kraftsolms
9021,FKMP,Kamp-Bornhofen
9022,FKMPS,"Kamp-Bornhofen 
      (Schiff)"
9023,FKNH,Kassel-Nordshausen
9024,FKNZ,Kassel-Niederzwehren
9025,FKO,"Klein 
      Ostheim"
9026,FKO,Kleinostheim
9027,FKOA,"Kassel-Oberzwehren 
      (Abzw)"
9028,FKOB,Korbach
9029,"FKOB 
      1","Korbach 
      (Einsatzstelle)"
9030,FKOBB,"Korbach 
      Briloner Landstraße"
9031,FKOBI,Korbach
9032,FKOBK,"Korbach 
      Am Kreisel"
9033,FKOBZ,"Korbach 
      Ziegelhütte"
9034,FKOE,"Königstein 
      (Taunus)"
9035,FKON,"Frankfurt 
      (Main) Konstablerwache"
9036,FKOO,"Kostheim 
      Ost"
9037,FKOS,Kostheim
9038,FKOT,"Körle 
      Ost Bbf"
9039,FKOZ,Kassel-Oberzwehren
9040,FKP,Köppern
9041,FKR,"Kassel 
      Rbf"
9042,FKR-D,Dreibrücken
9043,FKR-N,"Kassel 
      Rbf Nord"
9044,FKR-R,"Kassel 
      Rbf Abzw"
9045,FKR-S,"Kassel 
      Rbf Süd"
9046,FKRB,"Kassel 
      Rbf Abzw Berg"
9047,FKRI,Kriftel
9048,FKRL,Körle
9049,FKRO,"Kronberg 
      (Taunus)"
9050,FKRS,"Kronberg 
      Süd"
9051,FKTG,"Kassel 
      Tunnelgleis"
9052,FKU,"Kassel 
      Unterstadt"
9053,FKW,Kassel-Wilhelmshöhe
9054,FKW-W,"Kassel-Wilhelmshöhe 
      West"
9055,FKWA,Kassel-Waldau
9056,FKWAI,"Kassel-Waldau 
      Industriestammgleis"
9057,FKWB,Külte-Wetterburg
9058,FKWN,"Kassel 
      Nordwest"
9059,FKWNA,"Kassel 
      Nordwest A"
9060,FKWNB,"Kassel 
      Nordwest B"
9061,FKWO,"Klein 
      Winternheim-Ober Olm"
9062,FKWS,"Kassel-Wilhelmshöhe 
      Süd"
9063,FKWW,"Kassel-Wilhelmshöhe 
      West (NE)"
9064,FKY,"Frankfurt 
      (Main) Kleyerstraße"
9065,FKZ,Kerzell
9066,FL,"Limburg 
      (Lahn)"
9067,FLAB,"Laubach 
      (Oberhessen)"
9068,FLAE,"Bebra 
      Lämmerberg"
9069,FLAH,Langenhahn
9070,FLAN,Langenaubach
9071,FLAS,Langstadt
9072,FLAU,"Lauterbach 
      (Hessen) Nord"
9073,FLB,Lorsbach
9074,FLBF,"Frankfurt 
      (Main) Lokalbahnhof"
9075,FLBG,"Laurenburg 
      (Lahn)"
9076,FLBR,Lelbach-Rhena
9077,FLBRB,"Lelbach 
      B 251"
9078,FLCH,"Laubach 
      (Werra)"
9079,FLD,"Laudenbach(Kreis 
      Witzenhausen)"
9080,FLD,"Laudenbach 
      (Kr Witzenhausen)"
9081,FLDB,Liederbach
9082,FLDF,Londorf
9083,FLDS,"Liederbach 
      Süd"
9084,FLE,Lengfeld
9085,FLEH,Lehnheim
9086,FLF,"Langsdorf 
      (Oberhessen)"
9087,FLFD,Leimsfeld
9088,FLFR,Liebfrauenkirche
9089,FLG,"Langen 
      (Hessen)"
9090,FLGS,"Lang 
      Göns"
9091,FLH,Loshausen
9092,FLH,"Loshausen 
      Knapp"
9093,FLHK,"Lauterbach 
      (Hessen) Süd Stabernack"
9094,FLHN,Lindenholzhausen
9095,FLHS,"Lauterbach 
      (Hessen) Süd"
9096,FLI,"Lich 
      (Oberhessen)"
9097,FLIB,"Liebenau 
      (Bz Kassel)"
9098,FLIE,Lieblos
9099,FLIH,Lispenhausen
9100,FLIN,Lindheim
9101,FLIP,Lippoldshausen
9102,FLIR,Licherode
9103,FLIS,"Limburg 
      (Lahn) Süd (Planung NBS)"
9104,FLIX,Lixfeld
9105,FLNG,Langenbieber
9106,FLO,Lorsch
9107,FLOE,Löhnberg
9108,FLOH,Lohra
9109,FLOL,Lollar
9110,FLON,Lorchhausen
9111,FLOR,"Lorch 
      (Rhein)"
9112,FLORS,"Lorch 
      (Rhein) (Schiff)"
9113,FLP,Lampertheim
9114,FLR,Lamerden
9115,FLRN,"Kalbach 
      Landrücken Nord"
9116,FLRS,"Sinntal 
      Landrücken Süd"
9117,FLS,"Frankfurt 
      (Main)-Louisa"
9118,FLST,"Licher 
      Straße"
9119,FLSW,Langenschwarz
9120,FLUE,Lütter
9121,FLUT,Lutterberg
9122,FLW,Leeheim-Wolfskehlen
9123,FLWH,Ludwigshütte
9124,FLY,Loreley
9125,FMAB,Maberzell
9126,FMAI,Mainzlar
9127,FMAL,Malkomes
9128,FMAN,Mandern
9129,FMAS,Mainaschaff
9130,FMB,Mainz-Bischofsheim
9131,FMB-A,"Mainz-Bischofsheim 
      Überleitung I"
9132,FMB-M,"Mainz-Bischofsheim 
      Mitte"
9133,FMB-N,"Mainz-Bischofsheim 
      Überleitung II"
9134,FMB-O,"Mainz-Bischofsheim 
      Ostseite"
9135,FMB-P,"Mainz-Bischofsheim 
      Pbf"
9136,FMB-W,"Mainz-Bischofsheim 
      Westseite"
9137,FMBA,Mühlbach
9138,FMBG,"Marburg 
      (Lahn)"
9139,"FMBG 
      1","Marburg 
      (Lahn) (Einsatzstelle)"
9140,FMBS,"Marburg 
      Süd"
9141,FMCK,"Mücke 
      (Hessen)"
9142,FMDW,"Mainzlar 
      Didierwerke"
9143,FME,Mecklenburgar
9144,FMED,Medenbach
9145,FMER,Merkenfritz
9146,FMES,Messel
9147,FMET,Mettenheim
9148,FMEU,"Meudt 
      (Westerwald)"
9149,FMEV,"Meudt 
      (Westerwald) Villeroy & Boch II"
9150,FMF,Mörfelden
9151,FMFD,Malsfeld
9152,FMFH,"Malsfeld 
      (Hp)"
9153,FMG,Mainz-Gustavsburg
9154,FMGD,"Mittel 
      Gründau"
9155,FMGH,Mengeringhausen
9156,FMGN,"Mainz-Gustavsburg 
      Hafen"
9157,FMGN,"Mainz-Gustavsburg 
      Hafen"
9158,FMGO,Mainz-Gonsenheim
9159,FMGR,Mümling-Grumbach
9160,FMGT,Mariengarten
9161,FMH,"Mühlheim 
      (Main)"
9162,FMHD,Mühlheim-Dietesheim
9163,FMHF,"Mönchehof 
      (Kr Kassel)"
9164,FMHM,Marnheim
9165,FMHN,Münchhausen
9166,FMHO,"Mühlheim 
      (Main) Ost"
9167,FMHU,"Mainz 
      Hafen Ubf"
9168,FMI,Michelstadt
9169,FMIB,"Michelbach 
      (Nassau)"
9170,FMIC,"Michelbach 
      (Unterfranken)"
9171,FMIR,Michelsrombach
9172,FMK,Mainz-Kastel
9173,FMKS,"Mainz 
      Kleiner Sand"
9174,FML,Mainz-Laubenheim
9175,FMLA,"Frankfurt 
      (Main) Mainzer Landstraße"
9176,FMLB,Melbach
9177,FMLS,Melsungen
9178,FMM,Mainz-Mombach
9179,FMMB,Mainz-Marienborn
9180,FMN,"Mainz 
      Nord"
9181,FMNH,Meineringhausen
9182,FMO,Mornshausen
9183,FMOE,Mömbris-Mensengesäß
9184,FMOF,"Niederahr 
      Fuchs'sche Tongruben"
9185,FMOH,"Raunheim 
      Mönchhof"
9186,FMON,Monzernheim
9187,FMOR,Morschheim
9188,FMOR,Morschheim
9189,FMOS,Moschheim
9190,FMOW,"Raunheim 
      Mönchwald"
9191,FMR,"Marbach 
      (Kr Fulda)"
9192,FMS,"Mainz 
      Süd"
9193,FMSF,"Fulda 
      Münsterfeld"
9194,FMSH,Monsheim
9195,FMST,"Frankfurt 
      (Main) Neckar-Brücke"
9196,FMT,Montabaur
9197,FMTB,"Montabaur 
      Süd"
9198,FMTN,"Montabaur 
      Nord"
9199,FMTR,"Münster 
      (b Dieburg)"
9200,FMTS,"Montabaur 
      Seelbach"
9201,FMTZ,"Sandbach 
      (Odenwald) Metzeler"
9202,FMUE,Münzenberg
9203,FMUL,"Frankfurt 
      (Main)-Mühlberg"
9204,FMW,Mainz-Weisenau
9205,FMWG,"Mainz-Weisenau 
      Gbf"
9206,FMZ,"Mainz 
      Hbf"
9207,FMZ-A,"Mainz 
      Pbf/Gbf"
9208,FMZ-G,"Mainz 
      Gbf"
9209,FMZ-K,"Mainz 
      Hbf K-W-Ring"
9210,FMZ-R,"Mainz 
      am Rathaus"
9211,FNAC,Nackenheim
9212,FNAP,Neu-Anspach
9213,FNAS,"Nassau 
      (Lahn)"
9214,FNAU,"Nausis 
      (Kr Ziegenhain)"
9215,FNB,Niederbieber
9216,FNBH,Niederbeisheim
9217,FNCH,Niederbrechen
9218,FND,Nidda
9219,"FND 
      1","Nidda 
      (Einsatzstelle)"
9220,FNDA,Niederahr
9221,FNDH,Niederheimbach
9222,FNDHS,"Niederheimbach 
      (Schiff)"
9223,FNDS,"Niederscheld 
      (Dillkreis) Süd"
9224,FNDW,Niederweimar
9225,FNEH,Niedereisenhausen
9226,FNEH,Niedereisenhausen
9227,FNEH,Niedereisenhausen
9228,FNF,"Neuhof 
      (Kr Fulda)"
9229,FNFD,"Nieder 
      Flörsheim-Dalsheim"
9230,FNG,Niederkaufungen
9231,FNH,Niederhöchstadt
9232,FNHD,Niederhadamar
9233,FNHS,"Neuhaus 
      (Oberhessen)"
9234,FNI,Frankfurt-Niederrad
9235,FNIA,Niederaula
9236,FNIAI,"Niederaula 
      Industriegleis"
9237,FNIB,Niedererbach
9238,FNIC,Nicolausstollen
9239,FNID,"Niederscheld 
      (Dillkreis) Nord"
9240,FNIE,Niederdorfelden
9241,FNIH,Niedersteinbach
9242,FNIJ,Niederjossa
9243,FNIN,Niederroßbach-Neustadt
9244,FNIP,Nippe
9245,FNIR,Nierstein
9246,FNIS,Neu-Isenburg
9247,FNIV,Nievern
9248,FNIZ,Niederzeuzheim
9249,FNJ,Niederjosbach
9250,FNK,Haunetal-Neukirchen
9251,FNKI,"Neukirchen 
      (Kr Wetzlar)"
9252,FNKZ,"Neukirchen 
      (Kr Ziegenhain)"
9253,FNL,Niederwalgern
9254,FNMB,"Naumburg 
      (Bz Kassel)"
9255,FNMI,Niedermittlau
9256,FNMT,"Niedernhausen 
      Rhein-Main Theater"
9257,FNO,"Nieder 
      Ohmen"
9258,FNOD,"Neustadt 
      (Odenwald)"
9259,FNOF,"Nieder 
      Ofleiden"
9260,FNOL,"Nieder 
      Olm"
9261,FNOM,"Nieder 
      Ofleiden MHI"
9262,FNOS,Nordenstadt
9263,FNR,"Nieder 
      Ramstadt-Traisa"
9264,FNRD,Neerdar
9265,FNRI,"Nieder 
      Roden Industriestammgleis"
9266,FNRO,"Nieder 
      Roden"
9267,FNRW,"Nieder 
      Wöllstadt"
9268,FNS,Niederselters
9269,FNSD,"Niedernhausen 
      (Taunus)"
9270,FNSM,"Neustadt 
      (Kr Marburg)"
9271,FNU,"Nauheim 
      (b Groß Gerau)"
9272,FNV,Niedervellmar
9273,FNW,Niederwetter
9274,FNWF,Niederwalluf
9275,FNWS,Nösberts-Weidmoos
9276,FNZ,Netze
9277,FO,"Offenbach 
      (Main) Hbf"
9278,"FO 
      1","Offenbach 
      (Main) (Einsatzstelle)"
9279,FO-G,"Offenbach 
      (Main) Gbf"
9280,FOA,Oberaula
9281,FOB,Oberbrechen
9282,FOBA,Oberbimbach
9283,FOBB,Obbornhofen-Bellersheim
9284,FOBD,Oberdorfelden
9285,FOBE,Oberhörgern-Eberstadt
9286,FOBG,"Ortenberg 
      (Oberhessen)"
9287,FOBH,"Obernhof 
      (Lahn)"
9288,FOBI,Offenbach-Bieber
9289,FOBM,Oberbeisheim
9290,FOBN,Oberhaun
9291,FOBR,Oberrieden
9292,FOBS,Obersuhl
9293,FOBW,Oberwesel
9294,FOBWS,"Oberwesel 
      (Schiff)"
9295,FOCK,Ockenheim
9296,FOE,Oestrich-Winkel
9297,FOET,Ötmannshausen
9298,FOFF,Dreieich-Offenthal
9299,FOFH,"Offenbach 
      (Dillkreis)"
9300,FOHF,Osthofen
9301,FOHS,Dreikirchen
9302,FOK,Okarben
9303,FOKL,Offenbach-Kaiserlei
9304,FOKN,Oberkaufungen
9305,FOLK,"Ohlenbeck 
      Gasthaus"
9306,FOLM,"Offenbach 
      Ledermuseum"
9307,FOM,"Ostheim 
      (b Butzbach)"
9308,FOMP,"Offenbach 
      Marktplatz"
9309,FONH,Ober-Niederhone
9310,FONN,Oberneisen
9311,FOO,"Offenbach 
      (Main) Ost"
9312,FOPN,Oppershofen
9313,FOPP,Oppenheim
9314,FOR,"Bad 
      Orb"
9315,FOR-B,"Bad 
      Orb Busbf"
9316,FORA,"Ober 
      Ramstadt"
9317,FORD,"Rödermark-Ober 
      Roden"
9318,"FORD 
      1","Ober 
      Roden (Einsatzstelle)"
9319,FORF,"Bad 
      Orb Frankfurter Straße"
9320,FORH,"Oberscheld 
      Hochofen"
9321,FORT,"Oberscheld 
      Ort"
9322,FOS,"Ostheim 
      (Kr Hanau)"
9323,FOSD,Oberscheden
9324,FOSN,Oberelsungen
9325,FOSS,"Oberselters 
      (Planung NBS)"
9326,FOST,"Frankfurt 
      (Main) Ostendstraße"
9327,FOT,Ottrau
9328,FOTS,"Obertshausen 
      (Kr Offenbach)"
9329,FOU,"Oberursel 
      (Taunus)"
9330,FOUS,Oberursel-Stierstadt
9331,FOV,Obervellmar
9332,FOW,"Ober 
      Widdersheim"
9333,FOWA,Oberwald
9334,FPAP,Papierfabrik
9335,FPD,Pfeddersheim
9336,FPF,Pfahlgraben
9337,FPHT,Philippsthal
9338,FPOL,Pohlgöns
9339,FPU,Pfungstadt
9340,FQU,Quotshausen
9341,FRA,Raunheim
9342,FRAC,"Raunheim 
      Caltex & Tikona"
9343,FRAN,Ranstadt
9344,FRB,"Rodenbach 
      (Dillkreis)"
9345,FRBH,"Ransbach 
      (Kr Hersfeld)"
9346,FRD,Rabenscheid
9347,FRDF,"Roßdorf 
      (b Darmstadt)"
9348,FRDH,"Rüdesheim 
      (Rhein)"
9349,"FRDH 
      1","Rüdesheim 
      (Rhein) (Einsatzstelle)"
9350,FRDHS,"Rüdesheim 
      (Rhein) (Schiff)"
9351,FRE,Reddighausen
9352,FRED,"Rennerod 
      (Westerwald)"
9353,FREH,Rengershausen
9354,FREI,"Reinheim 
      (Odenwald)"
9355,FRER,"Reddighäuser 
      Hammer"
9356,FRFD,Remsfeld
9357,FRFH,Röhrenfurth
9358,FRH,"Frankfurt 
      (Main)-Rödelheim"
9359,FRHA,Rörshain
9360,FRHD,Rheindürkheim
